age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,education
35,Private,139364,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
44,Private,277647,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
34,Federal-gov,190228,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,48,United-States,>50K,Bachelors
42,Private,198341,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,55,India,>50K,Masters
43,Private,110970,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
57,Private,64960,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,<=50K,Assoc-voc
50,?,204577,13,Married-civ-spouse,?,Husband,Black,Male,0,1902,60,United-States,>50K,Bachelors
45,Private,47314,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,?,>50K,Some-college
32,Private,108116,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K,Bachelors
33,Private,59083,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,45,United-States,>50K,Bachelors
43,Self-emp-not-inc,101534,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,15,United-States,>50K,Some-college
32,Private,156464,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,50,United-States,>50K,HS-grad
36,Private,531055,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,48,United-States,>50K,HS-grad
50,Self-emp-not-inc,371305,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,60,United-States,>50K,HS-grad
27,Private,141545,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,45,United-States,<=50K,HS-grad
60,Private,162347,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K,Prof-school
53,Private,110977,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,Masters
61,State-gov,379885,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K,Doctorate
32,Private,194740,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,Bachelors
52,Self-emp-inc,230767,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,Cuba,>50K,Bachelors
37,Private,298539,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,>50K,HS-grad
33,Private,51471,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1902,40,United-States,>50K,HS-grad
57,Self-emp-not-inc,413373,16,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,Doctorate
43,Private,266324,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,99,United-States,>50K,HS-grad
50,Private,102615,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
43,Private,254146,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,Some-college
45,Private,265097,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1902,40,United-States,>50K,HS-grad
37,Self-emp-not-inc,162834,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K,HS-grad
31,Private,183801,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,>50K,Masters
33,Private,191335,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,50,United-States,>50K,Assoc-acdm
56,Self-emp-not-inc,335605,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,>50K,HS-grad
43,Private,187728,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,50,United-States,>50K,Some-college
28,?,123147,10,Married-civ-spouse,?,Wife,White,Female,0,1887,40,United-States,>50K,Some-college
52,Private,25826,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,47,United-States,>50K,10th
38,Private,189623,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
40,Local-gov,289403,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1887,40,?,>50K,7th-8th
57,Private,173796,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
41,Private,122381,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,>50K,Some-college
37,Private,171150,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,HS-grad
42,Private,213821,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
44,Private,146659,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,35,United-States,>50K,Masters
39,Private,77146,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,Bachelors
53,Federal-gov,173093,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,1887,40,Philippines,>50K,Some-college
51,Private,191659,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,65,United-States,>50K,Some-college
38,Private,278924,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,Bachelors
43,Local-gov,96102,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
33,Self-emp-inc,117963,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,60,United-States,>50K,Assoc-acdm
43,Private,293305,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
35,Private,152909,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K,Bachelors
41,Private,221947,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,Some-college
45,Private,120131,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
59,Private,168569,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
30,Local-gov,226443,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,45,United-States,>50K,Masters
32,State-gov,182556,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,45,United-States,>50K,Bachelors
39,Federal-gov,99146,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,60,United-States,>50K,Bachelors
43,Self-emp-not-inc,396758,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,70,United-States,>50K,Bachelors
32,Private,116539,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,55,United-States,>50K,Bachelors
39,Local-gov,177907,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
37,Local-gov,218184,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
34,Private,182274,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1887,40,United-States,>50K,Some-college
46,Private,114032,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,45,United-States,>50K,Some-college
51,Local-gov,146325,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Doctorate
29,Private,81648,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,>50K,HS-grad
34,Private,195136,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States,>50K,Bachelors
50,Private,285200,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,35,United-States,>50K,Some-college
34,Private,207668,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
58,Private,222247,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K,10th
56,Self-emp-not-inc,162130,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United-States,>50K,5th-6th
34,Self-emp-not-inc,234960,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1887,48,United-States,>50K,Bachelors
36,Local-gov,410034,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
46,Private,54985,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
35,Private,200117,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1887,50,?,>50K,Bachelors
50,Self-emp-not-inc,312477,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
27,Self-emp-inc,120126,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K,Bachelors
32,Private,185027,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,Ireland,>50K,Assoc-acdm
44,Self-emp-inc,151089,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,70,United-States,>50K,HS-grad
39,Private,355468,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,46,United-States,>50K,HS-grad
33,Private,34748,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,20,United-States,>50K,HS-grad
59,Federal-gov,117299,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
59,Private,530099,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,55,United-States,>50K,Some-college
51,State-gov,155594,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
37,Private,167735,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,Assoc-voc
57,Private,169329,9,Married-civ-spouse,Tech-support,Husband,Black,Male,0,1887,40,Trinadad&Tobago,>50K,HS-grad
25,Private,203871,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States,>50K,Assoc-voc
54,Private,163671,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,65,United-States,>50K,HS-grad
47,Local-gov,162187,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
52,State-gov,254285,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,70,Germany,>50K,Doctorate
40,Private,104196,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
27,Private,31659,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,60,United-States,>50K,Bachelors
31,Private,467579,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,40,United-States,>50K,Bachelors
41,Self-emp-inc,223671,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,>50K,HS-grad
41,Private,174575,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,45,United-States,>50K,HS-grad
50,Private,150876,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,55,United-States,>50K,HS-grad
36,Private,99146,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
27,Private,169117,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,1887,40,United-States,>50K,HS-grad
46,Private,190115,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
61,Self-emp-not-inc,215591,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
39,Local-gov,132879,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
47,Private,168232,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,45,United-States,>50K,HS-grad
45,Private,168262,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
55,State-gov,153451,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1887,40,United-States,>50K,HS-grad
38,Self-emp-not-inc,43712,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K,11th
57,Private,314153,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,>50K,Bachelors
38,Self-emp-not-inc,122493,6,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,10th
28,Private,51461,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
40,Private,187802,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
36,Private,174938,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,Bachelors
36,Private,180667,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,60,United-States,>50K,HS-grad
30,Self-emp-not-inc,146161,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,HS-grad
35,Private,401930,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,42,United-States,>50K,HS-grad
32,Self-emp-not-inc,410615,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,60,United-States,>50K,HS-grad
55,Private,193130,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
29,Private,383745,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,30,United-States,>50K,HS-grad
37,Self-emp-inc,183800,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,Assoc-acdm
36,Private,86459,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,Assoc-voc
42,?,212206,14,Married-civ-spouse,?,Wife,White,Female,0,1887,48,United-States,>50K,Masters
40,State-gov,174283,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,Doctorate
26,Private,164488,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Masters
44,Private,151089,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,60,United-States,>50K,Masters
47,Private,284871,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
35,Private,185556,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Masters
58,Private,34788,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
41,Self-emp-inc,125831,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,>50K,HS-grad
41,Private,194360,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
38,Local-gov,286405,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,Doctorate
47,Self-emp-not-inc,122307,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
39,Private,176296,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1887,40,United-States,>50K,HS-grad
42,Private,173704,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,50,United-States,>50K,Some-college
42,Private,212894,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
37,Private,292855,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,35,United-States,>50K,Assoc-voc
41,Private,214242,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
51,Private,110747,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
50,Private,128143,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,>50K,Bachelors
43,Private,184321,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1887,40,United-States,>50K,10th
28,Private,141957,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,70,United-States,>50K,Assoc-acdm
35,Self-emp-inc,111319,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,>50K,Assoc-acdm
59,Private,100313,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
28,Private,138692,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
42,Self-emp-not-inc,185129,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Prof-school
51,Private,162238,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,47,United-States,>50K,Masters
54,Private,215990,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,44,United-States,>50K,Masters
45,Private,102771,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
38,Local-gov,172855,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1887,40,United-States,>50K,Bachelors
46,Federal-gov,344415,14,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,1887,40,United-States,>50K,Masters
33,Local-gov,182971,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
36,Private,272944,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
36,Local-gov,52532,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,Doctorate
61,Federal-gov,229062,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
30,Self-emp-inc,127651,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,48,United-States,>50K,HS-grad
50,Private,213290,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,36,United-States,>50K,Assoc-voc
58,Private,314092,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,48,United-States,>50K,Assoc-voc
43,Private,266439,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
40,Private,119101,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,68,United-States,>50K,Some-college
55,Federal-gov,238192,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,>50K,HS-grad
52,Private,159755,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
44,Self-emp-not-inc,343190,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,55,United-States,>50K,Some-college
39,Federal-gov,376455,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,Prof-school
45,Private,126889,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,United-States,>50K,Bachelors
42,Self-emp-not-inc,351161,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
29,Private,228860,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,Some-college
46,Private,102318,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
55,Private,110748,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
33,Self-emp-not-inc,170979,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Prof-school
44,Private,186916,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,60,United-States,>50K,Some-college
37,Private,73471,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,47,United-States,>50K,Bachelors
64,Self-emp-inc,161325,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,50,United-States,>50K,Assoc-acdm
43,State-gov,24763,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,45,United-States,>50K,Masters
36,Private,33394,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,35,United-States,>50K,Bachelors
55,Private,359972,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,Bachelors
34,Private,242984,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K,HS-grad
29,Private,250967,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,48,United-States,>50K,Assoc-voc
37,Private,265737,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,60,Cuba,>50K,Some-college
42,Private,230959,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,1887,40,Philippines,>50K,Bachelors
41,Self-emp-not-inc,111772,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,Assoc-acdm
45,Local-gov,199590,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,Mexico,>50K,Some-college
35,Private,267866,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1887,50,Iran,>50K,HS-grad
61,Private,115023,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,60,United-States,>50K,Assoc-voc
49,Private,34545,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,Some-college
52,Self-emp-not-inc,34973,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,60,United-States,>50K,HS-grad
46,Local-gov,238162,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,>50K,Assoc-acdm
